word1,word2,weight,weight_alpha,weight_beta,curvature
bandwidth-limited,functions,3,3,0,-0.333333
functions,transmission,3,3,0,-0.666667
bandwidth-limited,transmission,3,3,0,-0.333333
bandwidth-limited,channel,3,3,0,-0.875
channel,transmission,3,3,0,-0.75
thereby,transmission,3,3,0,-0.956522
channel,thereby,3,3,0,-0.928571
bridging,channel,3,3,0,-0.948718
cognitive,thereby,3,3,0,-0.861111
bridging,cognitive,3,3,0,-0.890909
bridging,psychology,3,3,0,-0.95122
cognitive,mathematical,3,3,0,-0.95
mathematical,psychology,3,3,0,-0.846154
psychology,theory,3,3,0,-0.939394
mathematical,theory,3,3,0,-0.903226
communication,mathematical,3,3,0,-0.909091
communication,theory,3,3,0,-0.903226
developed,theory,3,3,0,-0.962963
communication,developed,3,3,0,-0.714286
communication,shannon,3,3,0,-0.882353
developed,shannon,3,3,0,-0.555556
developed,weaver,3,3,0,-0.666667
shannon,weaver,3,3,0,-0.555556
connection,shannon,3,3,0,-0.809524
connection,weaver,3,3,0,-0.777778
extends,weaver,3,3,0,-0.8
computational,connection,3,3,0,-0.909091
computational,extends,3,3,0,-0.714286
extends,models,3,3,0,-0.928571
computational,models,3,3,0,-0.857143
cognition,computational,3,3,0,-0.8
cognition,models,3,3,0,-0.833333
act-r,models,3,3,0,-0.931034
act-r,cognition,3,3,0,-0.636364
act-rs,cognition,3,3,0,-0.666667
act-r,act-rs,3,3,0,-0.636364
act-r,declarative,3,3,0,-0.636364
act-rs,declarative,3,3,0,-0.333333
act-rs,memory,3,3,0,-0.946667
declarative,memory,3,3,0,-0.92
declarative,module,3,3,0,-0.428571
memory,module,3,3,0,-0.921053
implements,memory,3,3,0,-0.92
implements,module,3,3,0,-0.428571
capacity-limited,module,3,3,0,-0.714286
capacity-limited,implements,3,3,0,-0.333333
implements,working,3,3,0,-0.933333
capacity-limited,working,3,3,0,-0.933333
buffer,capacity-limited,3,3,0,-0.818182
buffer,working,3,3,0,-0.938462
activation,buffer,3,3,0,-0.764706
buffer,levels,3,3,0,-0.866667
activation,levels,3,3,0,-0.75
activation,determine,3,3,0,-0.833333
determine,levels,3,3,0,-0.6
levels,retrieval,3,3,0,-0.818182
determine,retrieval,3,3,0,-0.428571
determine,probability,3,3,0,-0.857143
probability,retrieval,3,3,0,-0.733333
results,retrieval,3,3,0,-0.992157
probability,results,3,3,0,-0.984733
close,probability,3,3,0,-0.888889
close,results,3,3,0,-0.984496
quantitative,results,3,3,0,-0.992248
close,quantitative,3,3,0,-0.714286
close,correspondence,3,3,0,-0.818182
correspondence,quantitative,3,3,0,-0.636364
capacity,quantitative,3,3,0,-0.98
capacity,correspondence,3,3,0,-0.958763
correspondence,parameter,3,3,0,-0.913043
capacity,parameter,3,3,0,-0.946429
act-r,capacity,3,3,0,-0.980198
act-r,parameter,3,3,0,-0.777778
parameter,simulations,3,3,0,-0.818182
act-r,simulations,3,3,0,-0.636364
act-r,empirical,3,3,0,-0.987461
empirical,simulations,3,3,0,-0.980892
estimate,simulations,3,3,0,-0.962963
empirical,estimate,3,3,0,-0.966851
empirical,thereby,3,3,0,-0.988701
estimate,thereby,3,3,0,-0.957447
estimate,linking,3,3,0,-0.967742
experimental,thereby,3,3,0,-0.913043
experimental,linking,3,3,0,-0.891892
cognitive,linking,3,3,0,-0.9
cognitive,experimental,3,3,0,-0.890909
experimental,psychology,3,3,0,-0.95122
cognitive,formal,3,3,0,-0.960784
formal,psychology,3,3,0,-0.837838
computational,psychology,3,3,0,-0.727273
computational,formal,3,3,0,-0.862069
formal,simulation,3,3,0,-0.84
computational,simulation,3,3,0,-0.4
computational,evolutionary,3,3,0,-0.733333
evolutionary,simulation,3,3,0,-0.636364
psychology,simulation,3,3,0,-0.666667
evolutionary,psychology,3,3,0,-0.652174
evolutionary,limit,3,3,0,-0.957447
limit,psychology,3,3,0,-0.925926
interpreted,psychology,3,3,0,-0.888889
interpreted,limit,3,3,0,-0.904762
limit,reflecting,3,3,0,-0.952381
interpreted,reflecting,3,3,0,-0.333333
adaptation,interpreted,3,3,0,-0.666667
adaptation,reflecting,3,3,0,-0.333333
reflecting,tracking,3,3,0,-0.846154
adaptation,tracking,3,3,0,-0.692308
adaptation,multiple,3,3,0,-0.992647
moving,tracking,3,3,0,-0.846154
moving,multiple,3,3,0,-0.985294
multiple,objects,3,3,0,-0.993056
moving,objects,3,3,0,-0.818182
ancestral,moving,3,3,0,-0.666667
ancestral,objects,3,3,0,-0.818182
environments,objects,3,3,0,-0.882353
ancestral,environments,3,3,0,-0.777778
ancestral,required,3,3,0,-0.8
environments,required,3,3,0,-0.818182
environments,simultaneous,3,3,0,-0.909091
required,simultaneous,3,3,0,-0.714286
monitoring,required,3,3,0,-0.8
monitoring,simultaneous,3,3,0,-0.6
predators,simultaneous,3,3,0,-0.8
monitoring,predators,3,3,0,-0.333333
monitoring,prey,3,3,0,-0.666667
predators,prey,3,3,0,-0.333333
conspecifics,predators,3,3,0,-0.666667
conspecifics,prey,3,3,0,-0.333333
prey,spatial,3,3,0,-0.714286
conspecifics,spatial,3,3,0,-0.428571
conspecifics,landmarks,3,3,0,-0.666667
landmarks,spatial,3,3,0,-0.428571
leads,spatial,3,3,0,-0.993485
landmarks,leads,3,3,0,-0.986928
landmarks,prediction,3,3,0,-0.894737
capacity,performance,3,3,0,-0.982143
correlate,performance,3,3,0,-0.846154
correlate,multiple,3,3,0,-0.992754
multiple,performance,3,3,0,-0.986111
object,performance,3,3,0,-0.92
object,tasks,3,3,0,-0.939394
tasks,tracking,3,3,0,-0.891892
empirical,tracking,3,3,0,-0.993769
empirical,tasks,3,3,0,-0.988166
evidence,tasks,3,3,0,-0.994152
confirms,empirical,3,3,0,-0.993631
confirms,evidence,3,3,0,-0.987421
cross-domain,evidence,3,3,0,-0.994135
confirms,cross-domain,3,3,0,-0.862069
confirms,connection,3,3,0,-0.888889
connection,cross-domain,3,3,0,-0.902439
capacity,cross-domain,3,3,0,-0.966387
capacity,connection,3,3,0,-0.944444
connection,limit,3,3,0,-0.962963
limit,sentence,3,3,0,-0.954545
connects,sentence,3,3,0,-0.985455
connects,processing,3,3,0,-0.978947
processing,sentence,3,3,0,-0.8
sentence,syntactic,3,3,0,-0.92
processing,syntactic,3,3,0,-0.885714
parsing,processing,3,3,0,-0.888889
parsing,syntactic,3,3,0,-0.826087
requires,syntactic,3,3,0,-0.981752
parsing,requires,3,3,0,-0.992467
parsing,simultaneous,3,3,0,-0.8
requires,simultaneous,3,3,0,-0.992523
maintenance,requires,3,3,0,-0.996262
maintenance,simultaneous,3,3,0,-0.714286
incomplete,simultaneous,3,3,0,-0.8
incomplete,maintenance,3,3,0,-0.6
maintenance,phrase,3,3,0,-0.857143
incomplete,phrase,3,3,0,-0.6
incomplete,structure,3,3,0,-0.963636
phrase,structure,3,3,0,-0.932203
integrating,phrase,3,3,0,-0.8
integrating,structure,3,3,0,-0.927273
new,structure,3,3,0,-0.963636
integrating,new,3,3,0,-0.333333
integrating,words,3,3,0,-0.666667
new,words,3,3,0,-0.333333
leads,new,3,3,0,-0.993464
leads,words,3,3,0,-0.986928
prediction,words,3,3,0,-0.894737
memory,predict,3,3,0,-0.957895
predict,span,3,3,0,-0.866667
comprehension,span,3,3,0,-0.866667
comprehension,predict,3,3,0,-0.870968
predict,syntactically,3,3,0,-0.923077
comprehension,syntactically,3,3,0,-0.636364
complex,comprehension,3,3,0,-0.992032
complex,syntactically,3,3,0,-0.98374
sentences,syntactically,3,3,0,-0.8
complex,sentences,3,3,0,-0.984
complex,indeed,3,3,0,-0.99187
indeed,sentences,3,3,0,-0.6
high-span,sentences,3,3,0,-0.6
high-span,indeed,3,3,0,-0.333333
indeed,individuals,3,3,0,-0.8
high-span,individuals,3,3,0,-0.6
comprehend,high-span,3,3,0,-0.333333
comprehend,individuals,3,3,0,-0.6
center-embedded,individuals,3,3,0,-0.636364
center-embedded,comprehend,3,3,0,-0.428571
comprehend,sentences,3,3,0,-0.6
center-embedded,sentences,3,3,0,-0.636364
center-embedded,reliably,3,3,0,-0.733333
reliably,sentences,3,3,0,-0.777778
low-span,sentences,3,3,0,-0.8
low-span,reliably,3,3,0,-0.714286
individuals,reliably,3,3,0,-0.777778
individuals,low-span,3,3,0,-0.6
demonstrating,low-span,3,3,0,-0.666667
demonstrating,individuals,3,3,0,-0.6
individuals,working,3,3,0,-0.96875
demonstrating,working,3,3,0,-0.933333
demonstrating,memory,3,3,0,-0.946667
limit,working,3,3,0,-0.895833
limit,memory,3,3,0,-0.855856
direct,memory,3,3,0,-0.951807
direct,limit,3,3,0,-0.92
consequences,limit,3,3,0,-0.952381
consequences,direct,3,3,0,-0.714286
direct,language,3,3,0,-0.941176
consequences,language,3,3,0,-0.846154
consequences,understanding,3,3,0,-0.888889
language,understanding,3,3,0,-0.894737
cross-domain,language,3,3,0,-0.877551
cross-domain,understanding,3,3,0,-0.902439
convergence,understanding,3,3,0,-0.866667
cross-domain,information,3,3,0,-0.975904
convergence,information,3,3,0,-0.944444
convergence,theory,3,3,0,-0.939394
evolutionary,information,3,3,0,-0.969231
evolutionary,theory,3,3,0,-0.898305
biology,theory,3,3,0,-0.931034
biology,evolutionary,3,3,0,-0.733333
evolutionary,language,3,3,0,-0.935484
biology,language,3,3,0,-0.8
biology,comprehension,3,3,0,-0.866667
comprehension,language,3,3,0,-0.870968
language,suggests,3,3,0,-0.894737
comprehension,suggests,3,3,0,-0.826087
comprehension,figure,3,3,0,-0.894737
figure,suggests,3,3,0,-0.846154
reflects,suggests,3,3,0,-0.846154
figure,genuine,3,3,0,-0.909091
genuine,reflects,3,3,0,-0.818182
architectural,reflects,3,3,0,-0.909091
constraint,genuine,3,3,0,-0.957447
architectural,constraint,3,3,0,-0.914894
architectural,whose,3,3,0,-0.909091
constraint,whose,3,3,0,-0.87234
constraint,influence,3,3,0,-0.897436
influence,whose,3,3,0,-0.714286
propagates,whose,3,3,0,-0.857143
influence,propagates,3,3,0,-0.333333
cognitive,influence,3,3,0,-0.875
cognitive,propagates,3,3,0,-0.875
domains,propagates,3,3,0,-0.9
cognitive,domains,3,3,0,-0.956522
mechanism,rehearsal,3,0,3,-1.0
baddeley,model,3,0,3,-1.0
1956,miller,3,0,3,-1.0
2001,cowan,3,0,3,-1.0
absolute,task,3,0,3,-0.9
judgment,task,3,0,3,-0.875
position,serial,3,0,3,-0.8
curve,serial,3,0,3,0.0
curve,position,3,0,3,-0.8
effect,primacy,3,0,3,-1.0
effect,recency,3,0,3,-1.0
interference,proactive,3,0,3,-1.0
interference,retroactive,3,0,3,-1.0
encoding,specificity,3,0,3,-1.0
cue,retrieval,3,0,3,-1.0
digit,span,3,0,3,-1.0
letter-number,sequencing,3,0,3,0.0
dual-task,paradigm,3,0,3,-1.0
short-term,store,3,0,3,-1.0
activation,fmri,3,0,3,-1.0
lateral,prefrontal,3,0,3,-1.0
dorsolateral,pfc,3,0,3,-1.0
neural,representation,3,0,3,-1.0
cognitive,load,3,0,3,-1.0
matrices,raven,3,0,3,-1.0
sternberg,task,3,0,3,-1.0
n-back,paradigm,3,0,3,-1.0
span,spatial,3,0,3,-1.0
block,corsi,3,0,3,0.0
corsi,test,3,0,3,-0.904762
block,test,3,0,3,-0.904762
eye,tracking,3,0,3,-1.0
erp,p300,3,0,3,0.0
alpha,oscillation,3,0,3,-1.0
rhythm,theta,3,0,3,0.0
binding,hippocampal,3,0,3,-1.0
facilitation,synaptic,3,0,3,0.0
dopamine,modulation,3,0,3,0.0
gating,thalamic,3,0,3,0.0
chunking,expertise,3,0,3,-1.0
domain,knowledge,3,0,3,-1.0
chess,master,3,0,3,-1.0
confound,measurement,3,0,3,-1.0
decline,lifespan,3,0,3,-1.0
developmental,trajectory,3,0,3,-1.0
critique,dual-store,3,0,3,0.0
embedded-process,model,3,0,3,-1.0
activation,continuous,3,0,3,-1.0
effect,priming,3,0,3,-1.0
implicit,memory,3,0,3,-0.972222
artifact,statistical,3,0,3,-1.0
demand,task,3,0,3,-1.0
ecological,validity,3,0,3,0.0
cowan,revision,3,0,3,-1.0
capacity,overestimate,3,0,3,-1.0
confound,rehearsal,3,0,3,-1.0
definition,dependency,3,0,3,-1.0
cultural,variation,3,0,3,-1.0
channel,shannon,3,0,3,-0.894737
capacity,shannon,3,0,3,-0.959596
bandwidth,constraint,3,0,3,-0.95
bottleneck,information,3,0,3,-1.0
act-r,module,3,0,3,-0.833333
architecture,cognitive,3,0,3,-1.0
evolutionary,pressure,3,0,3,-1.0
detection,predator,3,0,3,-1.0
parser,syntactic,3,0,3,-1.0
comprehension,sentence,3,0,3,-1.0
correlation,span-comprehension,3,0,3,0.0
center-embedded,sentence,3,0,3,-1.0
neural,oscillation,3,0,3,-0.928571
coupling,neural,3,0,3,-0.923077
coupling,oscillation,3,0,3,-0.75
gamma-theta,nesting,3,0,3,0.0
attention,resource,3,0,3,0.0
cognitive,control,3,0,3,-1.0
executive,function,3,0,3,-1.0
control,inhibitory,3,0,3,-1.0
dual-process,theory,3,0,3,-1.0
formation,schema,3,0,3,-1.0
compression,expertise,3,0,3,-1.0
efficiency,neural,3,0,3,-1.0
hopfield,network,3,0,3,0.0
attractor,state,3,0,3,-1.0
binding,problem,3,0,3,-1.0
definition,requires,3,3,0,-0.941924
careful,definition,3,3,0,-0.985401
careful,observable,3,3,0,-0.986711
definition,observable,3,3,0,-0.917808
definition,matter,3,3,0,-0.967213
observable,observable,3,3,0,0.0
matter,universe,3,3,0,-0.933333
bounded,observable,3,3,0,-0.924528
bounded,universe,3,3,0,-0.927273
particle,universe,3,3,0,-0.954545
bounded,particle,3,3,0,-0.897436
bounded,horizon,3,3,0,-0.857143
comoving,particle,3,3,0,-0.95
comoving,horizon,3,3,0,-0.733333
distance,horizon,3,3,0,-0.866667
beyond,comoving,3,3,0,-0.931034
beyond,distance,3,3,0,-0.862069
distance,light,3,3,0,-0.928571
beyond,light,3,3,0,-0.918367
beyond,time,3,3,0,-0.95122
light,time,3,3,0,-0.9
light,reach,3,3,0,-0.925926
reach,time,3,3,0,-0.789474
big,time,3,3,0,-0.957447
big,reach,3,3,0,-0.882353
bang,reach,3,3,0,-0.942857
big,term,3,3,0,-0.941176
bang,term,3,3,0,-0.885714
bang,matter,3,3,0,-0.971429
matter,term,3,3,0,-0.902439
distinguished,term,3,3,0,-0.666667
dark,distinguished,3,3,0,-0.777778
dark,dark,3,3,0,0.0
dark,together,3,3,0,-0.98524
energy,together,3,3,0,-0.972973
constitute,energy,3,3,0,-0.892857
constitute,together,3,3,0,-0.984252
approximately,together,3,3,0,-0.985612
approximately,constitute,3,3,0,-0.842105
constitute,total,3,3,0,-0.555556
approximately,total,3,3,0,-0.904762
approximately,energy,3,3,0,-0.925
energy,total,3,3,0,-0.833333
density,total,3,3,0,-0.913043
density,energy,3,3,0,-0.934426
energy,universe,3,3,0,-0.90099
density,universe,3,3,0,-0.9375
density,fall,3,3,0,-0.866667
fall,universe,3,3,0,-0.927273
scope,universe,3,3,0,-0.966102
fall,scope,3,3,0,-0.6
claim,fall,3,3,0,-0.998351
claim,scope,3,3,0,-0.996713
distinction,scope,3,3,0,-0.888889
distinction,necessary,3,3,0,-0.932584
concerns,necessary,3,3,0,-0.975309
claim,concerns,3,3,0,-0.995054
baryonic,claim,3,3,0,-0.996737
baryonic,concerns,3,3,0,-0.789474
concerns,matter,3,3,0,-0.902439
baryonic,consists,3,3,0,-0.894737
consists,matter,3,3,0,-0.902439
matter,protons,3,3,0,-0.95122
consists,protons,3,3,0,-0.333333
consists,neutrons,3,3,0,-0.666667
neutrons,protons,3,3,0,-0.333333
electrons,protons,3,3,0,-0.666667
electrons,neutrons,3,3,0,-0.333333
neutrons,restricted,3,3,0,-0.666667
electrons,restricted,3,3,0,-0.333333
category,electrons,3,3,0,-0.666667
category,restricted,3,3,0,-0.333333
hydrogen,restricted,3,3,0,-0.931034
category,hydrogen,3,3,0,-0.862069
category,constitutes,3,3,0,-0.666667
constitutes,hydrogen,3,3,0,-0.793103
approximately,hydrogen,3,3,0,-0.859649
approximately,constitutes,3,3,0,-0.882353
constitutes,mass,3,3,0,-0.914894
approximately,leaving,3,3,0,-0.941176
leaving,mass,3,3,0,-0.914894
less,mass,3,3,0,-0.957447
leaving,less,3,3,0,-0.333333
heavier,leaving,3,3,0,-0.857143
heavier,less,3,3,0,-0.714286
elements,less,3,3,0,-0.888889
collectively,heavier,3,3,0,-0.857143
collectively,elements,3,3,0,-0.777778
elements,necessary,3,3,0,-0.978495
collectively,necessary,3,3,0,-0.950617
collectively,consequence,3,3,0,-0.857143
big,necessary,3,3,0,-0.926606
big,consequence,3,3,0,-0.904762
bang,consequence,3,3,0,-0.953488
bang,logical,3,3,0,-0.948718
logical,nucleosynthesis,3,3,0,-0.89011
basis,nucleosynthesis,3,3,0,-0.961538
basis,logical,3,3,0,-0.924528
distribution,logical,3,3,0,-0.960784
basis,distribution,3,3,0,-0.666667
basis,follows,3,3,0,-0.888889
distribution,follows,3,3,0,-0.75
distribution,necessarily,3,3,0,-0.928571
conditions,follows,3,3,0,-0.992467
conditions,necessarily,3,3,0,-0.98895
necessarily,prevailed,3,3,0,-0.923077
conditions,prevailed,3,3,0,-0.988528
conditions,minutes,3,3,0,-0.992352
minutes,prevailed,3,3,0,-0.333333
big,prevailed,3,3,0,-0.941176
big,minutes,3,3,0,-0.882353
bang,minutes,3,3,0,-0.942857
big,temperatures,3,3,0,-0.941176
bang,temperatures,3,3,0,-0.885714
bang,densities,3,3,0,-0.942857
densities,temperatures,3,3,0,-0.333333
high,temperatures,3,3,0,-0.909091
densities,high,3,3,0,-0.818182
densities,enough,3,3,0,-0.666667
enough,high,3,3,0,-0.818182
high,sustain,3,3,0,-0.909091
enough,sustain,3,3,0,-0.333333
enough,nuclear,3,3,0,-0.909091
nuclear,sustain,3,3,0,-0.818182
fusion,sustain,3,3,0,-0.833333
nuclear,reactions,3,3,0,-0.909091
fusion,reactions,3,3,0,-0.666667
fusion,produced,3,3,0,-0.9
produced,reactions,3,3,0,-0.714286
helium-4,reactions,3,3,0,-0.866667
helium-4,produced,3,3,0,-0.826087
helium-3,produced,3,3,0,-0.888889
helium-3,trace,3,3,0,-0.984
deuterium,trace,3,3,0,-0.984064
deuterium,lithium-7,3,3,0,-0.684211
lithium-7,trace,3,3,0,-0.976378
specific,trace,3,3,0,-0.996016
lithium-7,specific,3,3,0,-0.985185
hydrogen-to-helium,lithium-7,3,3,0,-0.777778
hydrogen-to-helium,specific,3,3,0,-0.984962
ratio,specific,3,3,0,-0.985915
determined,hydrogen-to-helium,3,3,0,-0.777778
baryon-to-photon,neutron-to-proton,3,3,0,-0.625
ratio,ratio,3,3,0,0.0
neutron-to-proton,nucleosynthesis,3,3,0,-0.959184
nucleosynthesis,ratio,3,3,0,-0.885714
onset,ratio,3,3,0,-0.857143
nucleosynthesis,onset,3,3,0,-0.916667
itself,nucleosynthesis,3,3,0,-0.967742
itself,onset,3,3,0,-0.8
fixed,onset,3,3,0,-0.8
fixed,itself,3,3,0,-0.833333
balance,itself,3,3,0,-0.9
balance,fixed,3,3,0,-0.6
fixed,weak,3,3,0,-0.833333
balance,weak,3,3,0,-0.5
balance,interaction,3,3,0,-0.75
rates,weak,3,3,0,-0.875
interaction,rates,3,3,0,-0.75
hubble,interaction,3,3,0,-0.5
hubble,rates,3,3,0,-0.714286
expansion,rates,3,3,0,-0.928571
expansion,hubble,3,3,0,-0.8
hubble,rate,3,3,0,-0.8
expansion,rate,3,3,0,-0.882353
expansion,theoretical,3,3,0,-0.992537
rate,theoretical,3,3,0,-0.985075
prediction,rate,3,3,0,-0.939394
prediction,theoretical,3,3,0,-0.985019
leads,theoretical,3,3,0,-0.99278
necessary,prediction,3,3,0,-0.957447
leads,necessary,3,3,0,-0.979003
empirical,leads,3,3,0,-0.986971
consequence,empirical,3,3,0,-0.975155
empirical,hydrogen-to-helium,3,3,0,-0.993711
consequence,hydrogen-to-helium,3,3,0,-0.777778
consequence,ratio,3,3,0,-0.888889
hydrogen-to-helium,observed,3,3,0,-0.777778
observed,ratio,3,3,0,-0.833333
ratio,regions,3,3,0,-0.904762
observed,regions,3,3,0,-0.857143
observed,unprocessed,3,3,0,-0.857143
regions,unprocessed,3,3,0,-0.8
regions,stellar,3,3,0,-0.971429
stellar,unprocessed,3,3,0,-0.928571
nucleosynthesis,unprocessed,3,3,0,-0.958333
reflect,stellar,3,3,0,-0.966667
nucleosynthesis,reflect,3,3,0,-0.884615
nucleosynthesis,primordial,3,3,0,-0.811765
primordial,reflect,3,3,0,-0.914894
abundance,reflect,3,3,0,-0.863636
primordial,provides,3,3,0,-0.963636
abundance,provides,3,3,0,-0.884615
abundance,testable,3,3,0,-0.9
provides,testable,3,3,0,-0.777778
constraint,provides,3,3,0,-0.921569
constraint,testable,3,3,0,-0.846154
distinguishes,testable,3,3,0,-0.857143
constraint,distinguishes,3,3,0,-0.914894
constraint,standard,3,3,0,-0.980198
distinguishes,standard,3,3,0,-0.985612
big,distinguishes,3,3,0,-0.952381
big,standard,3,3,0,-0.979866
bang,standard,3,3,0,-0.979933
big,cosmology,3,3,0,-0.942857
bang,cosmology,3,3,0,-0.888889
alternative,bang,3,3,0,-0.92
alternative,cosmology,3,3,0,-0.818182
cosmology,models,3,3,0,-0.92
alternative,models,3,3,0,-0.948718
composition,hydrogen,3,3,0,-0.92
composition,helium,3,3,0,-0.861111
measured,observable,3,3,0,-0.934426
measured,universe,3,3,0,-0.936508
multiple,universe,3,3,0,-0.993769
measured,multiple,3,3,0,-0.985714
independent,measured,3,3,0,-0.941176
independent,multiple,3,3,0,-0.986301
multiple,observational,3,3,0,-0.992883
independent,observational,3,3,0,-0.885714
independent,techniques,3,3,0,-0.933333
observational,techniques,3,3,0,-0.789474
converge,observational,3,3,0,-0.866667
converge,techniques,3,3,0,-0.6
consistent,techniques,3,3,0,-0.909091
consistent,converge,3,3,0,-0.777778
abundance,converge,3,3,0,-0.95
estimates,spectroscopic,3,3,0,-0.793103
estimates,observations,3,3,0,-0.992366
spectroscopic,stellar,3,3,0,-0.943662
observations,stellar,3,3,0,-0.980263
atmospheres,observations,3,3,0,-0.984252
atmospheres,stellar,3,3,0,-0.928571
metal-poor,stellar,3,3,0,-0.846154
atmospheres,metal-poor,3,3,0,-0.6
atmospheres,environments,3,3,0,-0.888889
environments,metal-poor,3,3,0,-0.851852
environments,stars,3,3,0,-0.894737
environments,undergone,3,3,0,-0.888889
stars,undergone,3,3,0,-0.846154
minimal,stars,3,3,0,-0.923077
minimal,undergone,3,3,0,-0.333333
processing,undergone,3,3,0,-0.888889
minimal,processing,3,3,0,-0.777778
minimal,primordial,3,3,0,-0.953488
primordial,processing,3,3,0,-0.890909
material,processing,3,3,0,-0.923077
material,primordial,3,3,0,-0.921569
primordial,provide,3,3,0,-0.960784
material,provide,3,3,0,-0.818182
direct,material,3,3,0,-0.909091
direct,provide,3,3,0,-0.818182
direct,measurements,3,3,0,-0.894737
direct,hydrogen,3,3,0,-0.945946
hydrogen,measurements,3,3,0,-0.886792
abundances,hydrogen,3,3,0,-0.891892
abundances,helium,3,3,0,-0.932203
absorption,helium,3,3,0,-0.932203
absorption,abundances,3,3,0,-0.727273
abundances,lines,3,3,0,-0.857143
absorption,lines,3,3,0,-0.714286
absorption,stellar,3,3,0,-0.90625
lines,stellar,3,3,0,-0.928571
lines,spectra,3,3,0,-0.666667
spectra,stellar,3,3,0,-0.928571
correspond,stellar,3,3,0,-0.966667
correspond,spectra,3,3,0,-0.6
specific,spectra,3,3,0,-0.992366
correspond,specific,3,3,0,-0.984962
atomic,correspond,3,3,0,-0.925926
atomic,specific,3,3,0,-0.985663
specific,transitions,3,3,0,-0.992481
atomic,transitions,3,3,0,-0.851852
atomic,measurable,3,3,0,-0.936508
measurable,transitions,3,3,0,-0.92
high,transitions,3,3,0,-0.923077
high,measurable,3,3,0,-0.903226
measurable,precision,3,3,0,-0.965517
high,leading,3,3,0,-0.967742
leading,precision,3,3,0,-0.931034
estimates,precision,3,3,0,-0.923077
estimates,leading,3,3,0,-0.925926
leading,primordial,3,3,0,-0.975904
estimates,primordial,3,3,0,-0.803922
estimates,hydrogen,3,3,0,-0.945946
hydrogen,primordial,3,3,0,-0.878788
hydrogen,mass,3,3,0,-0.742857
fraction,hydrogen,3,3,0,-0.882353
075,fraction,3,3,0,-0.866667
075,near,3,3,0,-0.4
helium,near,3,3,0,-0.818182
075,helium,3,3,0,-0.882353
075,mass,3,3,0,-0.87234
025,fraction,3,3,0,-0.955556
025,near,3,3,0,-0.6
near,spectroscopic,3,3,0,-0.92
025,spectroscopic,3,3,0,-0.809524
025,measurements,3,3,0,-0.933333
independently,spectroscopic,3,3,0,-0.904762
independently,measurements,3,3,0,-0.866667
measurements,validated,3,3,0,-0.933333
independently,validated,3,3,0,-0.333333
big,independently,3,3,0,-0.941176
big,validated,3,3,0,-0.882353
bang,validated,3,3,0,-0.942857
bang,predictions,3,3,0,-0.906977
nucleosynthesis,predictions,3,3,0,-0.928571
nucleosynthesis,standard,3,3,0,-0.967949
predictions,standard,3,3,0,-0.978417
bbn,predictions,3,3,0,-0.894737
bbn,model,3,3,0,-0.860465
bbn,uses,3,3,0,-0.818182
model,uses,3,3,0,-0.894737
baryon-to-photon,model,3,3,0,-0.957447
baryon-to-photon,uses,3,3,0,-0.733333
ratio,uses,3,3,0,-0.857143
cmb,ratio,3,3,0,-0.914894
cmb,determined,3,3,0,-0.878788
determined,power,3,3,0,-0.9
power,sole,3,3,0,-0.833333
sole,spectrum,3,3,0,-0.666667
input,spectrum,3,3,0,-0.875
input,sole,3,3,0,-0.6
parameter,sole,3,3,0,-0.909091
input,parameter,3,3,0,-0.846154
input,predicts,3,3,0,-0.888889
parameter,predicts,3,3,0,-0.866667
deuterium,parameter,3,3,0,-0.925926
deuterium,predicts,3,3,0,-0.789474
helium-3,predicts,3,3,0,-0.888889
helium-3,lithium-7,3,3,0,-0.666667
helium-4,lithium-7,3,3,0,-0.73913
abundances,helium-4,3,3,0,-0.913043
lithium-7,match,3,3,0,-0.857143
abundances,match,3,3,0,-0.714286
abundances,spectroscopic,3,3,0,-0.862069
match,spectroscopic,3,3,0,-0.809524
match,observations,3,3,0,-0.992126
metal-poor,spectroscopic,3,3,0,-0.8
metal-poor,observations,3,3,0,-0.969582
observations,quasar,3,3,0,-0.992188
metal-poor,quasar,3,3,0,-0.764706
absorption,metal-poor,3,3,0,-0.73913
quasar,systems,3,3,0,-0.944444
absorption,systems,3,3,0,-0.904762
absorption,observational,3,3,0,-0.913043
observational,systems,3,3,0,-0.906977
systems,uncertainties,3,3,0,-0.941176
observational,uncertainties,3,3,0,-0.733333
observational,planck,3,3,0,-0.904762
planck,uncertainties,3,3,0,-0.666667
satellite,uncertainties,3,3,0,-0.714286
cmb,planck,3,3,0,-0.935484
cmb,satellite,3,3,0,-0.846154
measurements,satellite,3,3,0,-0.935484
cmb,measurements,3,3,0,-0.836735
cmb,provide,3,3,0,-0.939394
further,measurements,3,3,0,-0.92
further,provide,3,3,0,-0.882353
independent,provide,3,3,0,-0.941176
further,independent,3,3,0,-0.913043
constraint,further,3,3,0,-0.932203
constraint,independent,3,3,0,-0.932203
baryonic,independent,3,3,0,-0.948718
baryonic,constraint,3,3,0,-0.923077
constraint,density,3,3,0,-0.958333
baryonic,density,3,3,0,-0.857143
acoustic,baryonic,3,3,0,-0.916667
acoustic,density,3,3,0,-0.6
density,oscillations,3,3,0,-0.866667
acoustic,oscillations,3,3,0,-0.636364
acoustic,cmb,3,3,0,-0.933333
cmb,oscillations,3,3,0,-0.84
angular,oscillations,3,3,0,-0.666667
angular,cmb,3,3,0,-0.76
angular,power,3,3,0,-0.666667
